f           v        angle
  0.10000000000000001        3.4622228018644109E-003   27.349877763115227     
  0.20000000000000001        6.9244456037288217E-003   27.277972950484216     
  0.29999999999999999        1.0386668405593231E-002   27.081240516263183     
  0.40000000000000002        1.3848891207457643E-002   26.734005715153483     
  0.50000000000000000        1.7311114009322053E-002   26.427225150154882     
  0.59999999999999998        2.0773336811186462E-002   26.018029643285150     
  0.69999999999999996        2.4235559613050871E-002   25.520195570939386     
  0.80000000000000004        2.7697782414915287E-002   25.099251015454982     
  0.90000000000000002        3.1160005216779692E-002   24.603896405535984     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.1000000000000001        3.8084450820508514E-002   23.640030035141322     
   1.2000000000000000        4.1546673622372923E-002   23.102882705193039     
   1.3000000000000000        4.5008896424237339E-002   22.582753007402996     
   1.3999999999999999        4.8471119226101742E-002   22.081513136888738     
   1.5000000000000000        5.1933342027966151E-002   21.600456400871924     
   1.6000000000000001        5.5395564829830574E-002   21.062685891225769     
   1.7000000000000000        5.8857787631694976E-002   20.528658290795398     
   1.8000000000000000        6.2320010433559385E-002   19.994440917889190     
   1.8999999999999999        6.5782233235423801E-002   19.459214535097711     
   2.0000000000000000        6.9244456037288210E-002   18.922747116732225     
   2.1000000000000001        7.2706678839152619E-002   18.385082664784612     
   2.2000000000000002        7.6168901641017028E-002   17.846289211137119     
   2.2999999999999998        7.9631124442881437E-002   17.306404683078540     
   2.3999999999999999        8.3093347244745847E-002   16.765464696623727     
   2.5000000000000000        8.6555570046610270E-002   16.223669456376737     
   2.6000000000000001        9.0017792848474679E-002   15.680910575467074     
   2.7000000000000002        9.3480015650339088E-002   15.137221946405790     
   2.7999999999999998        9.6942238452203483E-002   14.592650700923684     
   2.8999999999999999       0.10040446125406789        13.983280637104771     
   3.0000000000000000       0.10386668405593230        13.437157672923309     
   3.1000000000000001       0.10732890685779674        12.890026334580600     
   3.2000000000000002       0.11079112965966115        12.278395722730748     
   3.2999999999999998       0.11425335246152554        11.729209203203538     
   3.3999999999999999       0.11771557526338995        11.115596479512572     
   3.5000000000000000       0.12117779806525436        10.500770291572859     
   3.6000000000000001       0.12464002086711877        9.8845111628522844     
   3.7000000000000002       0.12810224366898318        9.2032467424453124     
   3.7999999999999998       0.13156446647084760        8.5834136245057628     
   3.8999999999999999       0.13502668927271200        7.8342339439205189     
   4.0000000000000000       0.13848891207457642        7.1458142330799914     
   4.0999999999999996       0.14195113487644082        6.3262556772686001     
   4.2000000000000002       0.14541335767830524        5.5020982738608355     
   4.2999999999999998       0.14887558048016966        4.5431215432414982     
   4.4000000000000004       0.15233780328203406        3.3151785508337532     
   4.5000000000000000       0.15580002608389848        1.5443625149980496     
   4.7999999999999998       0.16618669448949169        14.508543598883387     
   8.6999999999999993       0.30121338376220369        2.7683844401706543     
   8.8000000000000007       0.30467560656406811        5.2290795537829933     
   8.9000000000000004       0.30813782936593254        7.1460256956363102     
   9.0000000000000000       0.31160005216779696        8.9553920705571084     
   9.0999999999999996       0.31506227496966133        10.768337633571893     
   9.1999999999999993       0.31852449777152575        12.725498712869268     
   9.3000000000000007       0.32198672057339017        15.010928074728099     
   9.4000000000000004       0.32544894337525460        17.657842971187296     
   9.5000000000000000       0.32891116617711902        21.027685445800508     
   9.5999999999999996       0.33237338897898339        25.521144782022834     
   9.6999999999999993       0.33583561178084781        32.652704870776951     
   9.8000000000000007       0.33929783458271223        46.466628807909949     
   9.9000000000000004       0.34276005738457666        59.126129313184535     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   81.804373135294668     
   1.0000000000000000        3.4622228018644105E-002   24.116522461870762     
   1.0000000000000000        3.4622228018644105E-002   24.116522472024798     
   1.0000000000000000        3.4622228018644105E-002   24.116522472024798     
   1.0000000000000000        3.4622228018644105E-002   21.393166621975880     
   1.0000000000000000        3.4622228018644105E-002   21.393166621975880     
   1.0000000000000000        3.4622228018644105E-002   21.393166621975880     
   1.0000000000000000        3.4622228018644105E-002   21.393166621975880     
   1.0000000000000000        3.4622228018644105E-002   22.251724040557313     
   1.0000000000000000        3.4622228018644105E-002   27.534017731602116     
   1.0000000000000000        3.4622228018644105E-002   27.534017731602116     
   1.0000000000000000        3.4622228018644105E-002   21.393166621975880     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002  -90.000000000000000     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681518576     
   1.0000000000000000        3.4622228018644105E-002   22.094753681559041     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.022384489706585     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718892407     
   1.0000000000000000        3.4622228018644105E-002   34.692259186446520     
   1.0000000000000000        3.4622228018644105E-002   34.692259186446520     
   1.0000000000000000        3.4622228018644105E-002   24.504010662126124     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
   1.0000000000000000        3.4622228018644105E-002   22.099499718931895     
